0, 0.000000, -nan
1, 1.000000, 0.000000
2, 2.000000, 0.000000
3, 3.000000, 0.000000
4, 4.000000, 0.000000
5, 5.000000, 0.000000
6, 6.000000, 0.000000
7, 7.000000, 0.000000
8, 7.925000, 0.009375
9, 8.700000, 0.033333
10, 9.375000, 0.062500
11, 9.850000, 0.104545
12, 10.050000, 0.162500
13, 10.425000, 0.198077
14, 10.850000, 0.225000
15, 10.300000, 0.313333
16, 9.825000, 0.385938
17, 9.600000, 0.435294
18, 8.050000, 0.552778
19, 7.100000, 0.626316
20, 6.750000, 0.662500
21, 5.825000, 0.722619
22, 5.150000, 0.765909
23, 4.375000, 0.809783
24, 3.200000, 0.866667
25, 2.750000, 0.890000
26, 2.550000, 0.901923
27, 2.000000, 0.925926
28, 1.475000, 0.947321
29, 1.025000, 0.964655
30, 1.000000, 0.966667
31, 1.150000, 0.962903
32, 0.800000, 0.975000
33, 0.525000, 0.984091
34, 0.400000, 0.988235
35, 0.075000, 0.997857
36, 0.150000, 0.995833
37, 0.075000, 0.997973
38, 0.100000, 0.997368
39, 0.075000, 0.998077
40, 0.000000, 1.000000
41, 0.000000, 1.000000
42, 0.000000, 1.000000
43, 0.000000, 1.000000
44, 0.000000, 1.000000
45, 0.000000, 1.000000
46, 0.000000, 1.000000
47, 0.000000, 1.000000
48, 0.000000, 1.000000
49, 0.075000, 0.998469
